Ambient Temperature,Ambient Relative Humidity,Ambient Pressure,Exhaust Vacuum,Total Power,Fuel_Consumption_MMBtu
27.263,37.33105,798.0888,3.7503100000000007,346.624,2946.304
27.494,36.9437,798.044,3.7503100000000007,345.733,2938.7305
27.321,36.386044,798.0875,3.7503100000000007,345.29200000000003,2934.9820000000004
27.031,36.97145,798.0792,3.7503100000000007,346.233,2942.9805
25.99,37.79783,798.0386,3.7503100000000007,345.027,2932.7295
25.99,40.43406,798.1192,3.7503100000000007,344.935,2931.9475
25.729,40.809143,798.0834,3.7503100000000007,342.996,2915.466
25.411,41.394882,798.06604,3.7503100000000007,346.394,2944.349
25.527,40.63568,798.0448,3.7503100000000007,338.981,2881.3385
25.527,41.43182,798.0728,3.7503100000000007,341.817,2905.4445
25.382,42.376312,798.1231,3.7503100000000007,346.433,2944.6805
25.382,42.806038,798.67706,3.7503100000000007,344.48,2928.08
25.15,43.23788,798.71826,3.7503100000000007,345.674,2938.229
25.035,43.756554,798.92303,3.7503100000000007,341.754,2904.909
24.572,44.5171,798.64166,3.7503100000000007,349.577,2971.4045
24.253,45.784,798.8154,3.7503100000000007,348.187,2959.5895
24.109,46.686848,798.822,3.7503100000000007,350.32500000000005,2977.7625000000003
23.877,47.190914,798.6771,3.7503100000000007,350.80400000000003,2981.8340000000003
23.675,49.848034,798.67017,3.7503100000000007,352.963,3000.1855
23.096,51.888855,798.6659,3.7503100000000007,353.035,3000.7975
22.373,54.00205,798.5951,3.7503100000000007,354.795,3015.7575
21.852,55.859936,798.6586,3.7503100000000007,353.72400000000005,3006.6540000000005
21.852,57.90085,798.7195,3.7503100000000007,354.397,3012.3745
21.852,58.386078,798.73694,3.7503100000000007,353.65000000000003,3006.0250000000005
22.054,58.398098,798.6596,3.7503100000000007,349.281,2968.8885
22.054,57.834858,798.7497,3.7503100000000007,342.972,2915.262
22.054,57.96004,798.7316,3.7503100000000007,352.303,2994.5755
22.199,57.870983,798.66876,3.7503100000000007,348.36400000000003,2961.0940000000005
22.199,57.869576,798.73645,3.7503100000000007,341.227,2900.4295
22.344,57.889214,798.7122,3.7503100000000007,349.557,2971.2345
22.344,57.949802,798.73444,3.7503100000000007,341.623,2903.7955
21.823,58.10571,798.73535,3.7503100000000007,343.009,2915.5765
21.678,59.097565,798.64246,3.7503100000000007,351.501,2987.7585
21.563,59.658173,798.8139,3.7503100000000007,351.54200000000003,2988.1070000000004
21.389,60.273716,798.8727,3.7503100000000007,353.53200000000004,3005.0220000000004
21.389,60.543224,798.6913,3.7503100000000007,339.35,2884.475
21.389,60.645344,798.7224,3.7503100000000007,352.03200000000004,2992.2720000000004
21.389,60.83234,798.77435,3.7503100000000007,347.481,2953.5885
26.337,60.65044,798.56616,3.7503100000000007,342.946,2915.041
21.273,60.50593,798.7792,3.7503100000000007,240.721,2046.1285
21.128,60.83661,798.7401,3.7503100000000007,248.433,2111.6805
21.128,61.214825,798.7361,3.7503100000000007,237.043,2014.8655
20.984,61.65349,798.6214,3.7503100000000007,249.534,2121.039
20.984,62.216316,798.576,3.7503100000000007,242.241,2059.0485000000003
20.984,62.67172,798.74493,3.7503100000000007,242.945,2065.0325
20.984,62.84663,798.73315,3.7503100000000007,238.226,2024.921
21.042,62.84612,798.586,3.7503100000000007,244.54,2078.59
21.042,62.47672,798.6634,3.7503100000000007,247.198,2101.183
20.694,62.471775,798.74854,3.7503100000000007,245.838,2089.623
20.55,63.787563,798.76074,3.7503100000000007,230.527,1959.4795
